"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""01"",4.3,"""",3.4,"""",2.3,"""",6.0,"""",83.8,"""",1025.1,"""",1026.3,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""02"",3.8,"""",3.8,"""",.6,"""",5.1,"""",79.3,"""",1021.4,"""",1022.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""03"",5.9,"""",4.4,"""",1.8,"""",6.1,"""",86.3,"""",1013.1,"""",1014.2,"""",.2,"""",2.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""04"",6.6,"""",6.5,"""",3.7,"""",6.6,"""",82.6,"""",1007.6,"""",1008.7,"""",2.4,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""05"",5.0,"""",5.0,"""",2.4,"""",5.0,"""",69.5,"""",1024.9,"""",1026.0,"""",.0,"""",.7,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""06"",7.6,"""",4.5,"""",2.3,"""",6.8,"""",93.3,"""",1023.5,"""",1024.6,"""",.0,"""",.1,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""07"",7.8,"""",3.3,"""",2.5,"""",7.0,"""",95.1,"""",1022.0,"""",1023.2,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""08"",7.1,"""",4.8,"""",4.3,"""",7.5,"""",90.1,"""",1018.5,"""",1019.6,"""",.1,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""09"",6.4,"""",3.5,"""",5.1,"""",8.6,"""",97.1,"""",1015.9,"""",1017.0,"""",.2,"""",.3,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""10"",7.8,"""",4.3,"""",8.1,"""",10.2,"""",95.0,"""",1009.1,"""",1010.2,"""",6.1,"""",1.6,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""11"",6.6,"""",4.8,"""",4.8,"""",7.1,"""",83.3,"""",1022.6,"""",1023.7,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""12"",7.3,"""",5.3,"""",3.5,"""",6.7,"""",85.1,"""",1016.4,"""",1017.5,"""",.0,"""",.8,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""13"",6.8,"""",3.1,"""",5.0,"""",7.9,"""",91.3,"""",1015.5,"""",1016.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""14"",7.1,"""",6.3,"""",4.2,"""",7.3,"""",88.1,"""",1012.8,"""",1013.9,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""15"",5.5,"""",6.0,"""",5.9,"""",7.5,"""",80.4,"""",1012.3,"""",1013.4,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""16"",2.9,"""",3.3,"""",4.5,"""",6.9,"""",82.4,"""",1023.4,"""",1024.5,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""17"",2.3,"""",4.9,"""",1.3,"""",6.2,"""",92.1,"""",1024.1,"""",1025.2,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""18"",7.4,"""",3.6,"""",3.1,"""",6.9,"""",89.8,"""",1018.2,"""",1019.3,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""19"",6.9,"""",2.1,"""",2.3,"""",6.5,"""",90.4,"""",1029.1,"""",1030.3,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""20"",4.6,"""",3.4,"""",3.0,"""",6.2,"""",81.8,"""",1038.8,"""",1040.0,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""21"",7.6,"""",6.1,"""",4.9,"""",7.3,"""",84.0,"""",1029.9,"""",1031.1,"""",.0,"""",.2,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""22"",3.9,"""",6.1,"""",5.9,"""",6.8,"""",73.5,"""",1021.8,"""",1022.9,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""23"",4.1,"""",4.0,"""",1.0,"""",5.7,"""",86.0,"""",1026.7,"""",1027.8,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""24"",7.9,"""",5.5,"""",4.2,"""",7.2,"""",87.5,"""",1016.5,"""",1017.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""25"",7.5,"""",4.1,"""",4.8,"""",7.7,"""",89.0,"""",1015.5,"""",1016.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""26"",8.0,"""",4.0,"""",2.1,"""",6.6,"""",92.6,"""",1017.0,"""",1018.1,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""27"",8.0,"""",4.6,"""",1.0,"""",6.3,"""",94.8,"""",1011.0,"""",1012.1,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""28"",7.9,"""",6.3,"""",2.8,"""",7.1,"""",95.0,"""",995.7,"""",996.8,"""",.8,"""",1.1,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""29"",6.5,"""",5.0,"""",2.8,"""",6.7,"""",89.6,"""",992.4,"""",993.5,"""",.3,"""",.2,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""30"",7.1,"""",3.9,"""",3.6,"""",7.2,"""",91.5,"""",1000.4,"""",1001.5,"""",.5,"""",5.8,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""01"",""31"",7.0,"""",5.3,"""",6.4,"""",8.9,"""",92.1,"""",995.1,"""",996.2,"""",.7,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""01"",5.8,"""",4.8,"""",1.2,"""",5.9,"""",88.1,"""",1003.1,"""",1026.5,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""02"",5.0,"""",8.6,"""",.1,"""",4.6,"""",75.5,"""",999.5,"""",1022.9,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""03"",5.9,"""",8.0,"""",.6,"""",5.6,"""",87.3,"""",991.7,"""",1014.9,"""",2.1,"""",5.5,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""04"",6.8,"""",6.1,"""",1.9,"""",6.3,"""",89.4,"""",985.8,"""",1008.8,"""",4.3,"""",.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""05"",5.8,"""",5.1,"""",.8,"""",4.5,"""",70.5,"""",1002.3,"""",1025.8,"""",.0,"""",1.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""06"",7.9,"""",5.6,"""",.5,"""",6.1,"""",95.9,"""",1001.8,"""",1025.2,"""",1.0,"""",1.5,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""07"",7.8,"""",4.4,"""",.7,"""",6.2,"""",97.4,"""",1000.4,"""",1023.8,"""",.1,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""08"",7.1,"""",7.8,"""",2.4,"""",6.8,"""",93.5,"""",997.2,"""",1020.3,"""",1.7,"""",.1,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""09"",7.5,"""",4.9,"""",4.9,"""",8.3,"""",96.4,"""",994.7,"""",1017.5,"""",.4,"""",5.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""10"",7.8,"""",5.3,"""",7.1,"""",9.7,"""",96.6,"""",988.2,"""",1010.8,"""",12.5,"""",4.4,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""11"",7.0,"""",5.4,"""",3.2,"""",6.8,"""",88.3,"""",1000.3,"""",1023.4,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""12"",7.6,"""",9.1,"""",1.8,"""",6.2,"""",89.0,"""",994.9,"""",1018.1,"""",.4,"""",2.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""13"",7.3,"""",5.3,"""",3.8,"""",7.6,"""",94.3,"""",994.0,"""",1016.9,"""",.6,"""",.1,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""14"",7.4,"""",6.1,"""",3.5,"""",6.8,"""",87.1,"""",991.9,"""",1014.9,"""",.1,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""15"",5.9,"""",7.6,"""",5.2,"""",6.6,"""",75.3,"""",991.8,"""",1014.6,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""16"",3.5,"""",5.8,"""",3.5,"""",6.5,"""",82.6,"""",1001.9,"""",1025.1,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""17"",1.6,"""",4.8,"""",2.0,"""",5.9,"""",83.9,"""",1002.7,"""",1026.0,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""18"",7.6,"""",5.4,"""",2.0,"""",6.6,"""",92.5,"""",996.8,"""",1020.0,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""19"",5.5,"""",3.0,"""",1.4,"""",6.2,"""",91.9,"""",1007.0,"""",1030.5,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""20"",5.3,"""",6.0,"""",1.7,"""",6.0,"""",86.5,"""",1016.6,"""",1040.2,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""21"",7.0,"""",7.4,"""",2.2,"""",6.6,"""",91.5,"""",1007.6,"""",1031.0,"""",.1,"""",.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""22"",6.6,"""",6.4,"""",3.8,"""",6.4,"""",79.9,"""",999.4,"""",1022.5,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""23"",4.9,"""",5.4,"""",.3,"""",5.4,"""",86.4,"""",1004.5,"""",1028.0,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""24"",8.0,"""",7.8,"""",1.7,"""",6.5,"""",94.9,"""",994.9,"""",1018.0,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""25"",7.9,"""",5.9,"""",2.8,"""",7.1,"""",95.5,"""",993.7,"""",1016.8,"""",.2,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""26"",8.0,"""",4.5,"""",.2,"""",6.0,"""",96.0,"""",995.3,"""",1018.6,"""",.3,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""27"",8.0,"""",3.9,"""",-.6,"""",5.7,"""",97.3,"""",989.5,"""",1012.7,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""28"",8.0,"""",5.4,"""",1.8,"""",6.7,"""",96.3,"""",975.1,"""",997.8,"""",5.0,"""",.7,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""29"",7.3,"""",6.4,"""",1.5,"""",6.2,"""",91.3,"""",971.5,"""",994.2,"""",4.4,"""",1.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""30"",7.3,"""",6.3,"""",2.0,"""",6.7,"""",95.0,"""",979.3,"""",1002.1,"""",5.7,"""",8.5,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""01"",""31"",7.3,"""",5.5,"""",4.9,"""",8.3,"""",95.8,"""",974.1,"""",996.5,"""",4.8,"""",1.6,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""01"",5.5,"""",4.8,"""",6.9,"""",7.6,"""",77.0,"""",994.9,"""",996.0,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""02"",5.3,"""",3.0,"""",4.3,"""",7.6,"""",91.4,"""",995.4,"""",996.5,"""",.3,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""03"",7.1,"""",3.1,"""",4.9,"""",8.5,"""",97.3,"""",997.2,"""",998.3,"""",2.4,"""",2.2,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""04"",5.8,"""",4.6,"""",5.1,"""",7.1,"""",80.8,"""",1004.4,"""",1005.5,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""05"",5.8,"""",3.4,"""",3.3,"""",6.6,"""",85.5,"""",1005.5,"""",1006.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""06"",6.5,"""",5.8,"""",4.5,"""",6.4,"""",76.6,"""",1000.1,"""",1001.2,"""",.1,"""",1.3,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""07"",8.0,"""",2.8,"""",5.1,"""",8.4,"""",95.6,"""",1004.3,"""",1005.4,"""",.9,"""",1.3,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""08"",3.1,"""",3.8,"""",4.7,"""",7.1,"""",83.5,"""",1015.2,"""",1016.3,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""09"",6.9,"""",4.5,"""",4.4,"""",6.6,"""",79.5,"""",1010.9,"""",1012.0,"""",.0,"""",1.7,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""10"",6.6,"""",5.0,"""",7.0,"""",8.1,"""",81.5,"""",1005.1,"""",1006.2,"""",.0,"""",1.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""11"",4.5,"""",7.3,"""",7.7,"""",7.8,"""",74.3,"""",998.8,"""",999.9,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""12"",5.0,"""",8.3,"""",6.6,"""",7.4,"""",75.0,"""",998.5,"""",999.6,"""",1.6,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""13"",4.0,"""",6.1,"""",4.9,"""",6.3,"""",73.3,"""",1002.7,"""",1003.8,"""",1.2,"""",1.6,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""14"",4.3,"""",5.1,"""",1.1,"""",4.1,"""",62.0,"""",1019.6,"""",1020.8,"""",1.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""15"",1.9,"""",6.3,"""",1.6,"""",3.9,"""",58.1,"""",1023.8,"""",1025.0,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""16"",5.1,"""",5.0,"""",5.2,"""",5.5,"""",62.0,"""",1017.7,"""",1018.8,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""17"",3.1,"""",2.4,"""",5.5,"""",7.2,"""",81.0,"""",1024.2,"""",1025.3,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""18"",7.0,"""",4.8,"""",10.6,"""",7.8,"""",64.6,"""",1021.5,"""",1022.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""19"",6.1,"""",2.8,"""",7.0,"""",8.2,"""",80.9,"""",1021.9,"""",1023.0,"""",.1,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""20"",5.3,"""",2.5,"""",3.7,"""",6.4,"""",80.9,"""",1023.9,"""",1025.1,"""",.0,"""",.7,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""21"",6.0,"""",7.1,"""",2.6,"""",4.7,"""",64.6,"""",1029.1,"""",1030.3,"""",.0,"""",.5,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""22"",3.6,"""",6.5,"""",1.8,"""",3.2,"""",46.4,"""",1036.4,"""",1037.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""23"",.6,"""",3.0,"""",1.0,"""",3.0,"""",46.8,"""",1040.3,"""",1041.5,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""24"",.8,"""",2.3,"""",.9,"""",3.7,"""",61.4,"""",1038.9,"""",1040.1,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""25"",.6,"""",2.8,"""",2.4,"""",4.0,"""",57.9,"""",1036.2,"""",1037.4,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""26"",3.9,"""",3.4,"""",4.9,"""",3.7,"""",44.4,"""",1032.4,"""",1033.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""27"",5.5,"""",2.3,"""",7.3,"""",4.8,"""",46.9,"""",1026.1,"""",1027.3,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""28"",1.1,"""",2.0,"""",6.1,"""",6.2,"""",69.4,"""",1017.5,"""",1018.6,"""",.0,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""29"",5.9,"""",8.6,"""",3.2,"""",5.5,"""",70.9,"""",1018.3,"""",1019.5,"""",.2,"""",.0,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""30"",5.1,"""",4.5,"""",2.2,"""",4.2,"""",59.8,"""",1022.0,"""",1023.2,"""",1.3,"""",2.5,"""""
"354180155,""GDAŃSK-ŚWIBNO"",""2020"",""03"",""31"",5.0,"""",4.5,"""",.9,"""",4.5,"""",69.1,"""",1024.3,"""",1025.5,"""",1.7,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""01"",7.0,"""",7.1,"""",5.8,"""",7.3,"""",79.9,"""",974.5,"""",996.8,"""",.0,"""",.9,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""02"",6.3,"""",3.1,"""",3.9,"""",7.3,"""",90.5,"""",974.5,"""",997.0,"""",2.6,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""03"",8.0,"""",3.0,"""",5.1,"""",8.5,"""",96.4,"""",976.3,"""",998.7,"""",3.0,"""",3.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""04"",7.3,"""",5.4,"""",4.0,"""",6.8,"""",83.9,"""",983.2,"""",1005.9,"""",.1,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""05"",5.3,"""",3.5,"""",2.6,"""",5.9,"""",81.1,"""",984.4,"""",1007.2,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""06"",6.9,"""",4.5,"""",3.2,"""",6.0,"""",78.4,"""",979.3,"""",1001.9,"""",1.2,"""",2.8,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""07"",8.0,"""",3.0,"""",4.2,"""",8.0,"""",96.9,"""",982.9,"""",1005.6,"""",.9,"""",1.4,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""08"",4.4,"""",3.4,"""",3.9,"""",6.6,"""",82.3,"""",993.6,"""",1016.6,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""09"",4.9,"""",4.5,"""",4.4,"""",5.9,"""",71.0,"""",989.9,"""",1012.7,"""",.0,"""",.9,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""10"",7.1,"""",5.9,"""",6.0,"""",7.7,"""",83.0,"""",984.4,"""",1006.9,"""",.0,"""",5.9,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""11"",5.4,"""",6.8,"""",5.8,"""",7.3,"""",79.0,"""",977.9,"""",1000.4,"""",5.4,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""12"",4.1,"""",8.0,"""",5.3,"""",7.1,"""",78.5,"""",977.8,"""",1000.3,"""",3.5,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""13"",4.8,"""",7.1,"""",3.3,"""",5.9,"""",76.8,"""",981.6,"""",1004.4,"""",1.6,"""",3.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""14"",4.3,"""",5.6,"""",-.4,"""",3.7,"""",63.0,"""",996.8,"""",1020.2,"""",.4,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""15"",2.9,"""",6.3,"""",.6,"""",3.4,"""",54.0,"""",1002.4,"""",1025.8,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""16"",6.3,"""",5.6,"""",4.7,"""",4.9,"""",55.9,"""",996.4,"""",1019.3,"""",.2,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""17"",5.3,"""",2.6,"""",5.8,"""",7.3,"""",80.0,"""",1002.6,"""",1025.6,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""18"",6.5,"""",5.9,"""",9.6,"""",7.4,"""",64.0,"""",1000.5,"""",1023.1,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""19"",6.5,"""",2.9,"""",5.8,"""",7.8,"""",83.1,"""",1000.2,"""",1023.1,"""",.5,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""20"",6.0,"""",3.5,"""",3.1,"""",6.1,"""",81.5,"""",1001.9,"""",1025.1,"""",.0,"""",1.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""21"",5.9,"""",5.5,"""",.8,"""",4.7,"""",71.9,"""",1006.0,"""",1029.5,"""",1.2,"""",1.6,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""22"",3.8,"""",5.4,"""",-1.1,"""",3.1,"""",57.0,"""",1013.4,"""",1037.3,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""23"",.3,"""",2.6,"""",-.6,"""",2.8,"""",48.5,"""",1017.6,"""",1041.5,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""24"",1.0,"""",1.9,"""",1.3,"""",2.7,"""",40.3,"""",1016.6,"""",1040.3,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""25"",.4,"""",2.6,"""",3.0,"""",2.9,"""",39.8,"""",1014.2,"""",1037.7,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""26"",4.4,"""",2.8,"""",4.7,"""",3.1,"""",37.1,"""",1010.7,"""",1034.0,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""27"",5.4,"""",2.6,"""",7.4,"""",3.5,"""",35.4,"""",1004.8,"""",1027.7,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""28"",1.0,"""",2.4,"""",9.4,"""",4.1,"""",35.4,"""",996.1,"""",1018.7,"""",.0,"""",.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""29"",6.0,"""",7.0,"""",1.7,"""",5.0,"""",72.3,"""",995.1,"""",1018.3,"""",1.1,"""",.5,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""30"",5.6,"""",3.1,"""",-.2,"""",4.3,"""",73.4,"""",999.5,"""",1022.9,"""",.5,"""",4.0,"""""
"354190160,""ELBLĄG-MILEJEWO"",""2020"",""03"",""31"",5.0,"""",4.1,"""",-.7,"""",4.3,"""",73.6,"""",1001.7,"""",1025.2,"""",1.9,"""",.0,"""""
